"","dead","dvcat","seatbelt","frontal","sex","ageOFocc","yearVeh","airbag","occRole"
"21254","alive","10-24","belted","frontal","m",55,1988,"none","driver"
"26123","alive","1-9km/h","belted","notfrontal","f",82,1984,"none","driver"
"83","dead","55+","belted","frontal","m",67,1992,"none","driver"
"19535","dead","40-54","belted","frontal","m",31,1992,"none","pass"
"12294","alive","10-24","belted","frontal","f",30,1997,"airbag","pass"
"8558","alive","25-39","none","frontal","m",73,1989,"none","driver"
"22663","alive","55+","belted","frontal","f",22,1994,"airbag","driver"
"5730","alive","25-39","belted","notfrontal","f",17,1998,"airbag","pass"
"13256","alive","10-24","belted","frontal","f",18,1994,"airbag","driver"
"20667","alive","10-24","belted","frontal","m",16,1991,"airbag","driver"
"5101","alive","10-24","belted","notfrontal","f",38,1993,"airbag","driver"
"9086","alive","25-39","none","frontal","m",26,1998,"airbag","driver"
"6817","alive","25-39","belted","notfrontal","m",39,1996,"airbag","pass"
"17637","alive","10-24","belted","frontal","m",65,1998,"airbag","driver"
"20808","alive","25-39","belted","frontal","f",19,1994,"airbag","driver"
"14666","alive","10-24","belted","frontal","f",45,1992,"none","driver"
"13237","alive","25-39","belted","frontal","m",41,1992,"none","driver"
"20397","alive","10-24","belted","notfrontal","m",66,2001,"airbag","driver"
"26045","alive","25-39","belted","frontal","m",52,2000,"airbag","driver"
"18478","alive","1-9km/h","belted","frontal","f",54,1998,"airbag","driver"
"1015","alive","25-39","belted","frontal","m",53,1989,"none","driver"
"1707","alive","10-24","belted","notfrontal","f",65,1982,"none","pass"
"24358","alive","10-24","none","frontal","f",51,2001,"airbag","driver"
"3264","alive","25-39","none","frontal","m",36,1990,"none","driver"
"6986","alive","10-24","belted","notfrontal","m",27,1991,"airbag","driver"
"6005","alive","1-9km/h","belted","notfrontal","f",35,1996,"airbag","driver"
"4313","alive","10-24","belted","frontal","m",19,1998,"airbag","pass"
"5566","dead","55+","none","notfrontal","f",52,1998,"airbag","pass"
"17883","alive","25-39","belted","frontal","f",52,1999,"airbag","driver"
"7791","alive","10-24","belted","notfrontal","f",62,1991,"none","driver"
"12725","alive","10-24","belted","frontal","m",27,1981,"none","driver"
"1817","alive","25-39","belted","frontal","m",24,1981,"none","driver"
"24402","alive","10-24","belted","frontal","m",72,1998,"airbag","pass"
"8048","alive","25-39","none","frontal","m",67,1988,"none","pass"
"9726","alive","40-54","belted","frontal","m",26,1991,"airbag","driver"
"4369","alive","40-54","belted","frontal","f",23,1989,"none","driver"
"1448","alive","40-54","belted","frontal","f",25,1996,"none","pass"
"438","alive","25-39","belted","frontal","f",22,1984,"none","driver"
"22922","dead","25-39","none","frontal","m",27,1997,"airbag","pass"
"22548","alive","25-39","belted","frontal","m",27,1995,"airbag","driver"
"6069","alive","10-24","belted","frontal","m",17,1990,"none","driver"
"13836","alive","10-24","belted","notfrontal","f",41,1998,"airbag","driver"
"3677","alive","10-24","belted","frontal","f",50,1997,"airbag","driver"
"26038","alive","25-39","belted","frontal","f",20,1977,"none","driver"
"18183","alive","10-24","belted","notfrontal","m",17,1990,"none","driver"
"22602","alive","40-54","belted","notfrontal","m",47,1994,"airbag","driver"
"15047","alive","25-39","belted","notfrontal","m",19,1984,"none","pass"
"18676","alive","10-24","belted","notfrontal","f",43,1999,"airbag","driver"
"14787","alive","40-54","none","frontal","m",35,1991,"none","pass"
"22278","alive","10-24","belted","notfrontal","f",20,2000,"airbag","pass"
"23206","dead","25-39","none","frontal","m",86,1990,"none","driver"
"22273","alive","25-39","none","frontal","f",47,2001,"airbag","driver"
"8977","alive","10-24","belted","notfrontal","m",42,1993,"airbag","driver"
"1811","alive","10-24","none","frontal","m",49,1997,"airbag","driver"
"14691","alive","10-24","belted","frontal","f",22,1994,"airbag","driver"
"19884","alive","10-24","belted","notfrontal","m",30,1990,"none","pass"
"1780","alive","10-24","belted","frontal","m",44,1984,"none","driver"
"25284","alive","10-24","belted","notfrontal","f",35,2002,"airbag","driver"
"22968","alive","25-39","belted","notfrontal","f",88,1992,"none","driver"
"23455","alive","1-9km/h","belted","frontal","f",31,2000,"airbag","driver"
"17172","alive","55+","none","notfrontal","m",20,1996,"airbag","driver"
"4542","alive","40-54","none","frontal","m",44,1995,"airbag","pass"
"2030","alive","10-24","belted","frontal","f",23,1994,"none","driver"
"10091","alive","10-24","belted","frontal","f",40,1985,"none","driver"
"3775","alive","25-39","belted","notfrontal","f",17,1979,"none","driver"
"18093","alive","25-39","none","frontal","m",33,2001,"airbag","driver"
"19917","alive","10-24","belted","frontal","m",63,1997,"airbag","driver"
"442","alive","40-54","none","frontal","f",67,1995,"airbag","driver"
"6515","alive","25-39","none","frontal","m",32,1992,"none","driver"
"23256","alive","25-39","none","frontal","m",24,1989,"none","pass"
"6343","alive","10-24","belted","notfrontal","m",18,1984,"none","driver"
"998","alive","10-24","belted","notfrontal","f",51,1997,"airbag","driver"
"1977","alive","25-39","none","frontal","m",17,1994,"airbag","driver"
"7081","alive","40-54","none","notfrontal","m",27,1996,"airbag","pass"
"21605","alive","10-24","belted","frontal","m",66,1987,"none","driver"
"23798","alive","10-24","belted","frontal","m",20,1990,"none","driver"
"19791","alive","25-39","belted","notfrontal","f",73,1992,"airbag","driver"
"8588","alive","25-39","none","frontal","m",21,2000,"airbag","pass"
"13779","alive","40-54","belted","notfrontal","f",45,1996,"airbag","driver"
"7249","alive","10-24","belted","frontal","f",21,1994,"airbag","driver"
"19146","alive","10-24","belted","frontal","m",57,1996,"airbag","driver"
"25416","alive","10-24","none","frontal","f",33,2001,"airbag","pass"
"19813","alive","25-39","none","notfrontal","m",18,1999,"airbag","pass"
"2519","alive","25-39","belted","frontal","f",22,1995,"airbag","pass"
"19890","alive","1-9km/h","belted","notfrontal","m",24,1984,"none","pass"
"17993","alive","10-24","none","frontal","f",40,1995,"airbag","driver"
"23144","alive","10-24","belted","notfrontal","m",54,1993,"none","driver"
"19802","alive","25-39","none","frontal","m",43,1994,"none","pass"
"6652","alive","25-39","none","notfrontal","m",82,1978,"none","driver"
"10222","alive","10-24","none","frontal","m",36,1999,"airbag","driver"
"12796","alive","40-54","none","frontal","m",28,1978,"none","driver"
"7823","alive","10-24","none","frontal","f",22,1996,"airbag","pass"
"11273","alive","25-39","belted","frontal","m",28,1988,"none","driver"
"6384","alive","10-24","belted","notfrontal","m",31,1994,"airbag","driver"
"25004","alive","1-9km/h","belted","notfrontal","f",50,1993,"none","driver"
"31","alive","10-24","belted","frontal","f",26,1992,"airbag","driver"
"15965","alive","25-39","none","frontal","m",39,1993,"none","driver"
"24718","alive","10-24","belted","notfrontal","m",22,1996,"airbag","driver"
"12012","alive","10-24","belted","frontal","m",30,1990,"none","driver"
"24614","dead","40-54","none","notfrontal","f",36,1997,"airbag","driver"
"8242","alive","25-39","belted","frontal","f",18,1994,"airbag","driver"
"13400","alive","10-24","belted","frontal","f",38,1995,"airbag","driver"
"13754","alive","25-39","belted","notfrontal","f",61,1997,"airbag","pass"
"431","alive","25-39","belted","frontal","m",33,1994,"none","driver"
"19431","alive","10-24","none","frontal","f",20,1993,"none","pass"
"143","alive","10-24","belted","notfrontal","m",21,1992,"none","driver"
"23470","alive","40-54","none","frontal","f",40,1998,"airbag","driver"
"9729","alive","10-24","belted","frontal","f",52,1992,"none","driver"
"20790","alive","10-24","belted","frontal","m",19,1996,"none","pass"
"3972","alive","25-39","belted","frontal","m",38,1991,"none","pass"
"8510","alive","10-24","belted","notfrontal","f",38,1992,"none","driver"
"4099","alive","55+","belted","frontal","m",28,1988,"none","driver"
"18265","alive","10-24","belted","frontal","m",54,1995,"airbag","driver"
"8744","alive","10-24","belted","frontal","m",18,1985,"none","driver"
"15725","alive","10-24","belted","notfrontal","f",25,1992,"none","driver"
"20385","alive","10-24","belted","notfrontal","f",25,1985,"none","driver"
"9718","alive","10-24","none","frontal","f",30,1998,"airbag","pass"
"22318","alive","40-54","none","frontal","m",43,1996,"none","driver"
"23673","alive","10-24","belted","frontal","f",37,1998,"airbag","driver"
"13071","alive","55+","none","frontal","f",18,1988,"none","pass"
"740","alive","25-39","belted","frontal","f",52,1996,"none","pass"
"3686","alive","25-39","belted","notfrontal","f",34,1992,"none","driver"
"5612","alive","10-24","belted","frontal","m",39,1993,"none","driver"
"17724","alive","10-24","none","notfrontal","m",38,1994,"airbag","driver"
"104","alive","10-24","none","notfrontal","m",18,1986,"none","driver"
"19353","alive","25-39","belted","frontal","f",57,1998,"airbag","driver"
"7250","alive","10-24","belted","notfrontal","f",21,1990,"none","driver"
"6223","alive","10-24","belted","notfrontal","m",18,1998,"airbag","driver"
"16178","alive","40-54","none","notfrontal","m",21,1995,"airbag","driver"
"8181","alive","10-24","belted","notfrontal","m",50,1989,"none","driver"
"9696","alive","25-39","belted","frontal","f",17,1995,"airbag","driver"
"24298","alive","40-54","belted","frontal","m",23,1992,"airbag","driver"
"25701","alive","40-54","belted","frontal","f",77,1997,"airbag","pass"
"7494","alive","40-54","none","frontal","m",20,1986,"none","driver"
"12701","alive","10-24","belted","frontal","m",34,1988,"none","driver"
"23064","alive","25-39","belted","frontal","f",47,1989,"none","driver"
"18633","dead","40-54","none","notfrontal","f",27,1999,"airbag","driver"
"20019","alive","55+","belted","frontal","m",32,1999,"airbag","driver"
"26015","alive","10-24","belted","frontal","f",31,1991,"none","driver"
"25897","alive","10-24","belted","notfrontal","m",33,2002,"airbag","pass"
"7555","alive","10-24","belted","frontal","m",28,1998,"airbag","driver"
"7782","alive","25-39","none","frontal","m",18,1990,"none","driver"
"24128","alive","25-39","belted","frontal","f",33,1983,"none","pass"
"6411","alive","10-24","belted","notfrontal","f",16,1989,"none","driver"
"14542","alive","25-39","belted","frontal","m",47,2000,"airbag","driver"
"22368","alive","10-24","belted","frontal","m",50,1989,"none","driver"
"10629","alive","10-24","belted","frontal","m",67,1978,"none","driver"
"785","alive","10-24","belted","notfrontal","m",50,1993,"airbag","driver"
"8221","alive","25-39","none","frontal","f",16,1984,"none","pass"
"10730","alive","10-24","belted","frontal","m",75,1994,"airbag","driver"
"17655","alive","10-24","belted","frontal","m",44,1988,"none","driver"
"23489","alive","10-24","belted","frontal","f",20,1996,"airbag","driver"
"2686","alive","10-24","belted","frontal","m",46,1980,"none","pass"
"282","alive","10-24","belted","notfrontal","m",83,1985,"none","driver"
"19061","alive","10-24","belted","frontal","f",36,1993,"none","driver"
"10342","alive","1-9km/h","belted","notfrontal","f",70,1987,"none","driver"
"7687","alive","25-39","belted","frontal","m",49,1991,"none","driver"
"17992","alive","25-39","belted","frontal","f",76,1974,"none","driver"
"26120","alive","10-24","belted","notfrontal","m",75,1998,"airbag","driver"
"18458","alive","25-39","belted","notfrontal","m",17,1989,"none","driver"
"21103","alive","1-9km/h","belted","frontal","f",47,1993,"none","driver"
"6235","alive","40-54","belted","frontal","f",22,1992,"none","pass"
"2351","alive","25-39","belted","notfrontal","f",20,1993,"airbag","driver"
"1496","alive","55+","none","frontal","m",30,1986,"none","driver"
"8333","alive","25-39","belted","frontal","m",28,1995,"airbag","driver"
"7126","alive","40-54","none","frontal","m",20,1987,"none","pass"
"20091","alive","10-24","belted","frontal","f",19,2001,"airbag","driver"
"18429","alive","10-24","none","frontal","f",55,1984,"none","driver"
"18116","alive","25-39","belted","notfrontal","f",18,1999,"airbag","driver"
"18273","alive","10-24","belted","frontal","f",53,2001,"airbag","driver"
"24026","dead","55+","belted","notfrontal","m",16,1994,"airbag","driver"
"5655","alive","10-24","belted","frontal","m",27,1991,"none","driver"
"5660","alive","40-54","belted","frontal","m",17,1979,"none","driver"
"1254","alive","10-24","belted","notfrontal","f",27,1984,"none","pass"
"4105","alive","40-54","none","frontal","m",40,1988,"none","driver"
"17299","alive","1-9km/h","belted","frontal","f",18,1997,"airbag","pass"
"775","alive","55+","none","frontal","f",41,1985,"none","driver"
"15527","alive","10-24","belted","frontal","f",20,1997,"airbag","driver"
"12872","alive","10-24","none","frontal","f",25,1984,"none","driver"
"13627","alive","25-39","belted","frontal","m",79,2000,"airbag","driver"
"25859","alive","25-39","belted","frontal","m",22,1991,"none","driver"
"17149","alive","25-39","none","frontal","f",42,1985,"none","driver"
"7151","alive","1-9km/h","none","notfrontal","m",18,1985,"none","driver"
"2733","alive","10-24","belted","frontal","m",48,1996,"airbag","driver"
"21208","alive","40-54","belted","frontal","f",54,1996,"airbag","pass"
"17797","alive","25-39","belted","frontal","m",31,1998,"airbag","driver"
"12710","alive","25-39","none","frontal","m",53,1989,"none","driver"
"11018","alive","10-24","none","frontal","f",24,1995,"airbag","driver"
"24611","alive","10-24","belted","frontal","f",27,2002,"airbag","pass"
"14983","alive","10-24","none","notfrontal","f",57,1997,"airbag","driver"
"24103","alive","25-39","belted","frontal","f",18,1996,"airbag","driver"
"12764","alive","25-39","belted","notfrontal","m",27,1996,"airbag","driver"
"1263","alive","10-24","belted","frontal","f",23,1990,"none","pass"
"1948","alive","10-24","belted","notfrontal","f",68,1994,"airbag","driver"
"24020","dead","55+","belted","frontal","f",70,1993,"airbag","driver"
"20694","alive","10-24","none","frontal","m",69,1992,"none","driver"
"528","dead","55+","none","notfrontal","f",41,1993,"airbag","driver"
"10466","dead","10-24","none","notfrontal","m",38,1996,"airbag","driver"
"26195","alive","25-39","belted","notfrontal","f",16,1994,"none","pass"
"15330","alive","55+","belted","frontal","m",16,1989,"none","pass"
"3592","alive","25-39","none","frontal","m",18,1983,"none","driver"
"3912","alive","40-54","none","frontal","m",35,1993,"none","driver"
"23845","dead","25-39","none","notfrontal","m",25,1989,"none","driver"
"8493","alive","25-39","none","notfrontal","m",30,1985,"none","driver"
"22069","alive","10-24","none","frontal","f",63,1997,"airbag","driver"
"17670","alive","10-24","belted","notfrontal","f",56,1998,"airbag","pass"
"6110","alive","40-54","belted","frontal","m",55,1995,"airbag","driver"
"1545","alive","25-39","none","notfrontal","m",24,1987,"none","driver"
"21239","alive","10-24","belted","notfrontal","f",39,1999,"airbag","driver"
"3474","alive","25-39","belted","frontal","f",24,1995,"airbag","driver"
"6951","alive","40-54","belted","frontal","m",43,1987,"none","driver"
"13075","alive","25-39","belted","frontal","m",54,1991,"none","driver"
"11541","alive","10-24","belted","frontal","m",24,1998,"airbag","pass"
